student_country,days_on_platform,minutes_watched,courses_started,practice_exams_started,practice_exams_passed,minutes_spent_on_exams,purchased
DE,68,0.1,1,0,0,0,0
GB,68,22,1,0,0,0,0
DE,68,1.1,2,0,0,0,0
EG,68,7,1,0,0,0,0
EG,68,0.6,1,0,0,0,0
BR,67,12,1,0,0,0,0
GB,67,60.8,1,0,0,0,0
DO,67,14.1,1,0,0,0,0
FR,67,0.4,1,0,0,0,0
GT,67,2.4,1,0,0,0,0
TR,67,0.7,1,0,0,0,0
EG,67,0.4,2,0,0,0,0
US,67,4.8,1,0,0,0,0
DE,67,2.2,1,0,0,0,0
BR,67,2.5,1,0,0,0,0
IN,0,20.1,1,0,0,0,1
IN,67,7.9,1,0,0,0,0
AU,67,1.2,1,0,0,0,0
PK,67,18.2,1,0,0,0,0
IN,67,1.2,1,0,0,0,0
IN,67,28.3,1,0,0,0,0
IN,67,45.2,1,0,0,0,0
IN,67,0.7,1,0,0,0,0
ZW,67,48,1,0,0,0,0
AU,67,17.8,1,0,0,0,0
MA,67,23.2,1,0,0,0,0
IN,67,21.9,3,0,0,0,0
IN,67,31.1,1,0,0,0,0
PH,7,698.3,4,0,0,0,1
TN,67,88.9,2,0,0,0,0
GH,67,1.9,1,0,0,0,0
IN,67,0.1,1,0,0,0,0
CM,0,1.7,1,0,0,0,1
NG,67,0.2,1,0,0,0,0
LK,67,8.8,1,0,0,0,0
PK,67,1.4,1,0,0,0,0
IN,67,1.5,1,0,0,0,0
FR,67,2.8,1,0,0,0,0
PK,67,3,2,0,0,0,0
IN,67,17.3,1,0,0,0,0
PK,67,12.1,1,0,0,0,0
ZA,67,1.5,1,0,0,0,0
GB,67,0.1,1,0,0,0,0
MY,67,0.9,1,0,0,0,0
DE,67,13.1,1,0,0,0,0
BD,67,1.1,1,0,0,0,0
PK,67,0.6,1,0,0,0,0
NG,67,163.2,3,0,0,0,0
CO,67,0.1,1,0,0,0,0
DE,67,18.5,3,0,0,0,0
IN,67,8.1,1,0,0,0,0
PH,67,1.4,1,0,0,0,0
TN,67,8.9,1,0,0,0,0
US,67,40.5,1,0,0,0,0
RO,67,0.8,1,0,0,0,0
US,67,0.1,1,0,0,0,0
SG,67,23.1,5,0,0,0,0
MA,67,4.4,3,0,0,0,0
US,67,0.3,1,0,0,0,0
EG,67,35.7,1,0,0,0,0
GB,67,37.5,1,0,0,0,0
BR,67,5.1,2,0,0,0,0
DE,67,0.2,1,0,0,0,0
ID,67,21.8,1,0,0,0,0
NG,67,2.1,1,0,0,0,0
EG,67,86.8,2,0,0,0,0
NG,67,0.2,1,0,0,0,0
US,66,30.6,1,0,0,0,0
MX,66,1.5,1,0,0,0,0
ID,66,11.1,1,0,0,0,0
DO,66,31.1,1,0,0,0,0
CN,66,1.3,1,0,0,0,0
VN,66,31.6,1,0,0,0,0
US,66,16.6,1,0,0,0,0
PK,66,77.2,1,0,0,0,0
BD,66,0.3,1,0,0,0,0
TR,66,70.6,1,0,0,0,0
IN,66,36.4,1,0,0,0,0
CA,66,4.4,1,0,0,0,0
IN,66,91.9,1,0,0,0,0
GH,66,6.5,1,0,0,0,0
MY,66,17,1,0,0,0,0
ZW,66,130.3,1,0,0,0,0
AU,66,30.1,1,0,0,0,0
IN,66,47.3,1,0,0,0,0
IN,66,97.6,1,0,0,0,0
IN,66,64.4,1,0,0,0,0
IN,66,9.8,2,0,0,0,0
IN,66,1.2,1,0,0,0,0
NL,66,16.7,1,0,0,0,0
ID,66,33.4,1,0,0,0,0
IN,66,0.2,1,0,0,0,0
MK,66,66.3,1,0,0,0,0
IN,66,1,1,0,0,0,0
NL,66,145.9,2,0,0,0,0
IN,66,0.1,1,0,0,0,0
PK,66,3.4,1,0,0,0,0
GB,14,19.1,1,0,0,0,1
IN,66,7.4,1,0,0,0,0
EG,66,0.1,1,0,0,0,0
ZA,66,0.2,1,0,0,0,0
KE,66,0.9,1,0,0,0,0
GH,66,63.1,2,0,0,0,0
IN,66,19.9,2,0,0,0,0
IN,66,8.5,1,0,0,0,0
IN,66,41.3,1,0,0,0,0
IN,66,24.2,1,0,0,0,0
IN,66,0.8,1,0,0,0,0
KE,66,507.8,1,0,0,0,0
IN,66,30.1,1,0,0,0,0
GB,66,46,1,0,0,0,0
NL,66,34.5,1,0,0,0,0
PK,66,1.2,1,0,0,0,0
EG,66,6.4,2,0,0,0,0
IN,66,69.1,2,0,0,0,0
PK,66,253,2,0,0,0,0
VN,66,0.1,1,0,0,0,0
AU,66,1.9,3,0,0,0,0
VN,66,227.2,1,0,0,0,0
EG,66,0.1,1,0,0,0,0
NG,66,44.8,1,0,0,0,0
GB,66,9.6,1,0,0,0,0
SD,66,13.5,2,0,0,0,0
TN,66,10.6,1,0,0,0,0
NL,66,19.6,1,0,0,0,0
EG,66,0.3,1,0,0,0,0
EG,66,1.2,1,0,0,0,0
EG,66,16.8,2,0,0,0,0
DE,66,1.9,1,0,0,0,0
IN,66,1.3,1,0,0,0,0
EG,66,0.1,1,0,0,0,0
VE,66,15.6,1,0,0,0,0
EG,66,0.5,1,0,0,0,0
TN,66,26.6,1,0,0,0,0
EG,66,0.1,1,0,0,0,0
JO,66,19.4,1,0,0,0,0
GB,66,215.3,2,0,0,0,0
VN,66,0.2,1,0,0,0,0
IN,66,23.7,1,0,0,0,0
EG,66,17.4,1,0,0,0,0
VN,66,4.3,1,0,0,0,0
EG,66,0.2,1,0,0,0,0
EG,66,17.1,1,0,0,0,0
JO,66,6.5,1,0,0,0,0
GB,66,23.7,1,0,0,0,0
DE,66,5.7,1,0,0,0,0
EG,66,0.2,1,0,0,0,0
EG,66,0.6,1,0,0,0,0
TN,66,6.9,1,0,0,0,0
VN,66,0.1,1,0,0,0,0
IN,66,42.6,1,0,0,0,0
TN,66,57,1,0,0,0,0
AE,66,13.6,1,0,0,0,0
SA,66,0.5,1,0,0,0,0
IN,66,21.4,1,0,0,0,0
IN,66,4.4,1,0,0,0,0
EG,66,2.3,1,0,0,0,0
PK,66,33.7,2,0,0,0,0
EG,66,2.8,1,0,0,0,0
EG,66,6.2,1,0,0,0,0
EG,66,7.6,1,0,0,0,0
VN,66,1.7,2,0,0,0,0
NG,66,0.3,1,0,0,0,0
EG,66,0.7,1,0,0,0,0
TN,66,68,1,0,0,0,0
EG,66,0.1,1,0,0,0,0
SA,66,0.7,1,0,0,0,0
IN,66,7.7,1,0,0,0,0
EG,66,0.6,1,0,0,0,0
EG,66,1.6,1,0,0,0,0
EG,66,0.4,1,0,0,0,0
IN,66,0.3,1,0,0,0,0
EG,66,5.1,1,0,0,0,0
EG,66,0.2,1,0,0,0,0
EG,66,3.5,1,0,0,0,0
BW,44,154.6,2,0,0,0,1
GB,66,0.7,1,0,0,0,0
IN,66,0.6,1,0,0,0,0
SA,66,175.5,1,0,0,0,0
EG,66,6,1,0,0,0,0
US,66,1.2,1,0,0,0,0
MA,66,79.6,3,0,0,0,0
TN,66,13.4,2,0,0,0,0
US,66,564.4,1,0,0,0,0
CO,66,36.9,1,0,0,0,0
EG,66,22.2,1,0,0,0,0
VN,66,577.2,3,0,0,0,0
EG,66,0.1,1,0,0,0,0
AT,66,8.7,2,0,0,0,0
IN,66,3,1,0,0,0,0
EG,66,35.2,2,0,0,0,0
EG,66,50.8,1,0,0,0,0
SD,66,41.6,1,0,0,0,0
PE,66,1.3,1,0,0,0,0
EG,66,7.8,1,0,0,0,0
EG,66,0.3,1,0,0,0,0
TN,66,1.5,1,0,0,0,0
IN,66,0.7,1,0,0,0,0
TN,66,2.3,1,0,0,0,0
IN,66,0.6,1,0,0,0,0
EG,66,9.4,1,0,0,0,0
US,66,50,1,0,0,0,0
IN,66,52.2,1,0,0,0,0
SA,66,1.1,1,0,0,0,0
EG,66,7.2,1,0,0,0,0
IN,66,4,1,0,0,0,0
BR,66,16.3,1,0,0,0,0
AR,66,41.9,1,0,0,0,0
GB,66,139.1,1,0,0,0,0
TN,66,57.3,3,0,0,0,0
NG,66,0.5,1,0,0,0,0
IN,66,25.1,1,0,0,0,0
SD,66,344.3,1,0,0,0,0
TH,66,1.8,1,0,0,0,0
PK,66,8.4,1,0,0,0,0
HK,7,162.2,1,0,0,0,1
IN,66,0.3,1,0,0,0,0
EG,66,3.2,1,0,0,0,0
PK,66,4.9,1,0,0,0,0
EG,66,30,1,0,0,0,0
IN,66,1,1,0,0,0,0
EG,66,14.1,1,0,0,0,0
US,66,0.1,1,0,0,0,0
EG,66,0.4,1,0,0,0,0
US,66,1.5,1,0,0,0,0
IN,66,0.4,1,0,0,0,0
SA,66,1.1,1,0,0,0,0
EG,66,1.1,1,0,0,0,0
US,66,4.6,1,0,0,0,0
NG,66,11.2,1,0,0,0,0
EG,66,4.5,1,0,0,0,0
CH,66,9.6,1,0,0,0,0
EG,66,0.6,1,0,0,0,0
EG,66,1.6,1,0,0,0,0
EG,66,1.7,1,0,0,0,0
EG,66,13.4,1,0,0,0,0
PE,66,16.1,1,0,0,0,0
IN,66,348.8,1,0,0,0,0
EG,66,1.1,1,0,0,0,0
NG,66,12.9,1,0,0,0,0
IN,66,1.3,1,0,0,0,0
EG,66,17.2,1,0,0,0,0
DZ,66,2.1,1,0,0,0,0
EG,66,0.2,1,0,0,0,0
ZA,66,130.6,3,0,0,0,0
EG,66,65.7,2,0,0,0,0
EG,66,9.8,1,0,0,0,0
YE,66,17.6,1,0,0,0,0
EG,66,51,1,0,0,0,0
IN,66,16.9,1,0,0,0,0
US,66,49.6,1,0,0,0,0
PK,66,30.4,1,0,0,0,0
IN,66,281.1,2,0,0,0,0
GH,66,11.1,1,0,0,0,0
AE,66,1.1,1,0,0,0,0
EG,66,100.3,1,0,0,0,0
EG,66,1.7,1,0,0,0,0
EG,66,0.5,1,0,0,0,0
EG,66,0.2,1,0,0,0,0
TN,66,0.7,1,0,0,0,0
BD,66,46.8,1,0,0,0,0
NG,66,52.1,1,0,0,0,0
US,66,17.8,3,0,0,0,0
IN,66,46.8,1,0,0,0,0
EG,66,0.4,1,0,0,0,0
EG,66,2.5,1,0,0,0,0
EG,66,0.4,2,0,0,0,0
EG,66,0.1,1,0,0,0,0
DE,66,1.1,1,0,0,0,0
EG,66,1.6,1,0,0,0,0
DE,66,26.3,1,0,0,0,0
IN,66,5.5,1,0,0,0,0
BD,66,2.2,1,0,0,0,0
AR,66,10.6,1,0,0,0,0
AR,66,3.1,2,0,0,0,0
KH,66,1.2,1,0,0,0,0
EG,66,70.6,1,0,0,0,0
EG,66,0.8,1,0,0,0,0
ES,66,127.3,3,0,0,0,0
US,66,60.8,1,0,0,0,0
BD,66,2,1,0,0,0,0
EG,66,40.7,1,0,0,0,0
IN,66,0.6,1,0,0,0,0
AT,66,2.4,1,0,0,0,0
IN,66,0.2,1,0,0,0,0
US,66,0.6,1,0,0,0,0
EG,66,69.6,1,0,0,0,0
PE,66,12.6,1,0,0,0,0
DE,66,7.3,3,0,0,0,0
EG,66,1,1,0,0,0,0
PK,66,0.2,1,0,0,0,0
EG,66,3.6,2,0,0,0,0
NO,66,51.8,1,0,0,0,0
EG,66,67.3,1,0,0,0,0
NL,66,0.9,1,0,0,0,0
EG,66,76.1,2,0,0,0,0
NG,66,1.2,1,0,0,0,0
EG,66,16.5,1,0,0,0,0
DE,66,0.8,1,0,0,0,0
IN,66,76.3,1,0,0,0,0
EG,66,13.3,1,0,0,0,0
EG,66,0.1,1,0,0,0,0
IN,66,71.8,1,0,0,0,0
CA,66,0.5,1,0,0,0,0
SA,66,0.3,1,0,0,0,0
CA,66,50.6,1,0,0,0,0
AE,66,1.6,1,0,0,0,0
LB,66,12.5,1,0,0,0,0
EG,66,0.1,1,0,0,0,0
DZ,66,0.5,1,0,0,0,0
TR,66,0.2,1,0,0,0,0
EG,66,0.3,1,0,0,0,0
TN,66,2.1,1,0,0,0,0
EG,66,13,1,0,0,0,0
GB,66,2.7,1,0,0,0,0
GB,66,1.9,1,0,0,0,0
EG,66,0.5,1,0,0,0,0
CA,66,58.7,1,0,0,0,0
GB,66,30.6,1,0,0,0,0
TN,66,17.4,2,0,0,0,0
MA,66,0.1,1,0,0,0,0
SI,66,0.4,1,0,0,0,0
EG,66,0.8,1,0,0,0,0
TN,66,359.2,8,0,0,0,0
EG,66,5.6,1,0,0,0,0
DE,66,0.3,1,0,0,0,0
EG,66,0.2,1,0,0,0,0
EG,66,1.1,1,0,0,0,0
US,66,30.1,2,0,0,0,0
EG,66,32,2,0,0,0,0
US,7,1.4,1,0,0,0,1
EG,66,0.6,1,0,0,0,0
EG,66,0.1,1,0,0,0,0
MA,66,0.2,2,0,0,0,0
US,37,32.3,1,0,0,0,1
EG,66,0.4,1,0,0,0,0
PE,66,1.1,1,0,0,0,0
PE,66,2.3,1,0,0,0,0
MA,66,48.1,1,0,0,0,0
PE,66,0.3,1,0,0,0,0
PE,66,1.2,1,0,0,0,0
NG,66,1.2,2,0,0,0,0
EG,66,3.9,1,0,0,0,0
SA,65,7.4,1,0,0,0,0
NZ,65,125.7,1,0,0,0,0
PE,65,4.9,1,0,0,0,0
EG,65,0.1,1,0,0,0,0
LU,65,11.9,4,0,0,0,0
VN,65,0.2,1,0,0,0,0
PK,65,7.7,1,0,0,0,0
EG,65,75.8,2,0,0,0,0
IN,65,0.3,1,0,0,0,0
EG,65,0.1,1,0,0,0,0
MA,65,1.2,1,0,0,0,0
GM,65,11,1,0,0,0,0
CO,65,3,1,0,0,0,0
EG,65,2.3,1,0,0,0,0
EG,65,1.5,1,0,0,0,0
EG,65,2.1,1,0,0,0,0
MY,65,7.5,1,0,0,0,0
US,65,117,2,0,0,0,0
NZ,65,367.9,1,0,0,0,0
MX,65,2.8,1,0,0,0,0
LK,65,34.3,1,0,0,0,0
EG,65,0.2,1,0,0,0,0
IN,65,174.6,2,0,0,0,0
SD,65,42.6,1,0,0,0,0
PS,65,0.6,1,0,0,0,0
IN,65,69.3,3,0,0,0,0
EG,65,3,1,0,0,0,0
PK,65,187.8,2,0,0,0,0
EG,65,24.3,1,0,0,0,0
IN,65,54,1,0,0,0,0
VN,65,8,1,0,0,0,0
MW,65,6.1,1,0,0,0,0
PK,65,22.3,1,0,0,0,0
NG,65,0.5,1,0,0,0,0
EG,65,0.2,1,0,0,0,0
UG,65,25.7,1,0,0,0,0
VN,65,0.4,1,0,0,0,0
NG,65,44.9,1,0,0,0,0
IN,65,40.3,1,0,0,0,0
IN,65,16.6,1,0,0,0,0
IN,65,44.2,1,0,0,0,0
NG,65,9.7,1,0,0,0,0
PK,65,2.1,1,0,0,0,0
TN,65,0.3,1,0,0,0,0
EG,65,17.4,1,0,0,0,0
IN,65,1.4,1,0,0,0,0
EG,65,12,1,0,0,0,0
IN,65,0.3,1,0,0,0,0
KE,65,2.2,1,0,0,0,0
ES,65,0.4,1,0,0,0,0
NG,65,0.5,1,0,0,0,0
IN,65,1.1,1,0,0,0,0
LK,65,51.2,2,0,0,0,0
SA,65,1.2,1,0,0,0,0
IN,65,47.9,1,0,0,0,0
IN,65,22.7,1,0,0,0,0
IN,65,6.9,1,0,0,0,0
HK,65,87.5,1,0,0,0,0
NL,65,64.1,1,0,0,0,0
PK,65,30.8,1,0,0,0,0
EG,65,0.2,1,0,0,0,0
PH,65,25.9,1,0,0,0,0
GB,65,1.3,1,0,0,0,0
DE,65,14.8,1,0,0,0,0
PK,65,9.1,1,0,0,0,0
TN,65,42.1,1,0,0,0,0
IN,65,15.7,1,0,0,0,0
EG,65,19.8,2,0,0,0,0
EG,65,17.7,1,0,0,0,0
RS,65,1.8,1,0,0,0,0
ZA,65,30.4,1,0,0,0,0
NL,65,26.4,1,0,0,0,0
ID,65,1,1,0,0,0,0
BD,65,0.4,1,0,0,0,0
TN,65,5.1,2,0,0,0,0
NG,65,1.8,1,0,0,0,0
US,65,0.2,1,0,0,0,0
IN,65,0.2,1,0,0,0,0
FR,65,9.7,1,0,0,0,0
NG,65,2.7,1,0,0,0,0
VN,65,0.5,1,0,0,0,0
NG,65,1.8,1,0,0,0,0
EG,65,0.1,1,0,0,0,0
IN,65,1.6,1,0,0,0,0
IN,65,66.3,2,0,0,0,0
US,65,10.9,1,0,0,0,0
NG,65,0.2,1,0,0,0,0
GH,65,41.4,1,0,0,0,0
NL,65,20,1,0,0,0,0
KE,65,6.3,1,0,0,0,0
IN,65,2.3,1,0,0,0,0
IN,65,3.7,1,0,0,0,0
EG,65,33.9,1,0,0,0,0
NG,65,53.9,1,0,0,0,0
NG,65,8.8,1,0,0,0,0
NG,65,176.2,3,0,0,0,0
MA,65,83.8,1,0,0,0,0
GB,65,0.2,1,0,0,0,0
NG,65,65.1,1,0,0,0,0
IN,65,0.8,1,0,0,0,0
DE,65,177.8,4,0,0,0,0
EG,65,42.2,1,0,0,0,0
BD,65,5.7,1,0,0,0,0
BD,65,2.8,1,0,0,0,0
TN,65,5.3,1,0,0,0,0
NG,65,0.3,1,0,0,0,0
GB,65,20.2,1,0,0,0,0
NG,65,23.5,1,0,0,0,0
DE,65,0.2,1,0,0,0,0
IN,65,270.7,2,0,0,0,0
PE,65,3.6,1,0,0,0,0
EG,65,181.5,2,0,0,0,0
VN,65,1.7,3,0,0,0,0
NG,65,1.2,1,0,0,0,0
NG,65,78,3,0,0,0,0
DE,65,1.3,1,0,0,0,0
IN,65,0.1,1,0,0,0,0
ZW,65,31.2,1,0,0,0,0
EG,65,9.4,1,0,0,0,0
GB,65,59.7,1,0,0,0,0
NG,65,28.7,1,0,0,0,0
KG,65,9.9,1,0,0,0,0
CA,65,36.6,1,0,0,0,0
TN,65,0.2,1,0,0,0,0
NG,65,3,1,0,0,0,0
IN,65,0.2,1,0,0,0,0
CD,65,0.1,1,0,0,0,0
NG,65,9.9,1,0,0,0,0
EG,65,7.7,1,0,0,0,0
MA,65,1.5,1,0,0,0,0
NG,65,14.7,1,0,0,0,0
NG,65,15.3,1,0,0,0,0
NG,65,0.8,1,0,0,0,0
IN,65,74.9,1,0,0,0,0
VN,65,35.2,1,0,0,0,0
IN,65,64.6,1,0,0,0,0
EG,65,25.9,4,0,0,0,0
LK,65,1.8,1,0,0,0,0
NP,65,4.4,1,0,0,0,0
NG,65,16.3,1,0,0,0,0
CH,65,15,1,0,0,0,0
IN,65,41,1,0,0,0,0
PA,65,23.3,1,0,0,0,0
GB,65,5,1,0,0,0,0
EG,65,1.2,1,0,0,0,0
PK,65,42.2,2,0,0,0,0
IN,65,13.9,1,0,0,0,0
IN,65,18.4,1,0,0,0,0
IN,2,12.5,2,0,0,0,1
NG,65,1,1,0,0,0,0
EG,65,0.2,1,0,0,0,0
IN,65,4.3,1,0,0,0,0
IN,65,2.1,1,0,0,0,0
GB,65,47.2,1,0,0,0,0
BR,65,10.3,1,0,0,0,0
NG,65,5.1,1,0,0,0,0
EG,65,9,1,0,0,0,0
NG,65,102,2,0,0,0,0
GB,65,1.8,1,0,0,0,0
EG,65,3.2,1,0,0,0,0
IN,65,49.5,1,0,0,0,0
US,65,34.3,1,0,0,0,0
NG,65,247.8,2,0,0,0,0
IN,65,0.4,1,0,0,0,0
BR,65,27.5,1,0,0,0,0
EG,65,84.2,1,0,0,0,0
IN,65,0.2,1,0,0,0,0
US,5,47.4,1,0,0,0,1
US,65,18.2,1,0,0,0,0
US,65,35.3,1,0,0,0,0
NG,65,1.3,1,0,0,0,0
US,65,0.2,1,0,0,0,0
NG,65,51.7,1,0,0,0,0
NG,65,19,1,0,0,0,0
GB,65,26.8,1,0,0,0,0
NG,65,0.8,1,0,0,0,0
EG,65,24.6,1,0,0,0,0
NG,65,0.7,1,0,0,0,0
VN,65,4.8,1,0,0,0,0
EG,65,8.5,1,0,0,0,0
NG,65,1.5,1,0,0,0,0
NG,65,24.1,1,0,0,0,0
NG,65,0.8,1,0,0,0,0
BY,65,5.9,1,0,0,0,0
IN,65,2.8,1,0,0,0,0
MA,65,44.7,1,0,0,0,0
NG,65,4.5,1,0,0,0,0
BE,65,2.2,1,0,0,0,0
ZW,65,0.2,1,0,0,0,0
EG,65,52.2,1,0,0,0,0
NG,65,251.3,1,0,0,0,0
PT,65,11.3,1,0,0,0,0
NG,65,142.4,2,0,0,0,0
NG,65,86.2,2,0,0,0,0
SA,65,2.7,1,0,0,0,0
CA,65,28.6,1,0,0,0,0
EG,65,7.9,1,0,0,0,0
EG,65,1,1,0,0,0,0
EG,65,141,1,0,0,0,0
SN,65,2,1,0,0,0,0
NG,65,39.6,1,0,0,0,0
US,65,19.2,1,0,0,0,0
IN,65,110.9,2,0,0,0,0
CI,64,70.3,1,0,0,0,0
EG,64,20.9,1,0,0,0,0
IN,64,3.4,1,0,0,0,0
US,64,75.2,1,0,0,0,0
DE,2,88.2,1,0,0,0,1
US,64,0.3,1,0,0,0,0
US,64,16.3,1,0,0,0,0
NG,64,4.5,1,0,0,0,0
EG,64,0.1,1,0,0,0,0
MX,41,39.8,1,0,0,0,1
PL,64,6.7,1,0,0,0,0
NG,64,1.3,1,0,0,0,0
TH,3,140.1,1,0,0,0,1
VN,64,3.9,1,0,0,0,0
IN,64,0.7,1,0,0,0,0
IN,64,99.2,2,0,0,0,0
VN,64,10.9,1,0,0,0,0
IN,64,0.3,1,0,0,0,0
IN,64,0.1,1,0,0,0,0
NG,64,5.1,1,0,0,0,0
NG,64,6.9,1,0,0,0,0
IN,64,140.1,3,0,0,0,0
SG,6,111.5,2,0,0,0,1
ZW,64,12.7,1,0,0,0,0
IN,64,0.4,1,0,0,0,0
CA,64,1.4,1,0,0,0,0
MY,64,3.5,1,0,0,0,0
EG,64,5.6,1,0,0,0,0
DE,64,87.7,2,0,0,0,0
ZW,64,23.9,1,0,0,0,0
EG,64,0.4,1,0,0,0,0
US,64,2.1,1,0,0,0,0
EG,64,3,1,0,0,0,0
HK,64,66.9,1,0,0,0,0
IN,64,1.6,1,0,0,0,0
NG,64,1.8,1,0,0,0,0
NP,64,0.4,1,0,0,0,0
IN,64,0.5,1,0,0,0,0
EG,64,18.8,1,0,0,0,0
EG,64,0.1,1,0,0,0,0
TN,64,1.4,1,0,0,0,0
EG,64,40.9,1,0,0,0,0
IN,64,18.9,1,0,0,0,0
EG,64,3,3,0,0,0,0
AE,64,0.8,1,0,0,0,0
VN,64,0.4,1,0,0,0,0
EG,64,0.4,1,0,0,0,0
IN,64,1.1,1,0,0,0,0
PK,64,31.3,1,0,0,0,0
IN,64,5.9,1,0,0,0,0
IN,64,26.8,1,0,0,0,0
BD,64,22.1,2,0,0,0,0
EG,64,0.1,1,0,0,0,0
ZA,64,43.1,1,0,0,0,0
EG,64,2.6,1,0,0,0,0
IN,64,26.4,1,0,0,0,0
PL,1,125.7,1,0,0,0,1
US,64,140.7,1,0,0,0,0
US,64,0.8,1,0,0,0,0
IN,64,0.8,1,0,0,0,0
EG,64,0.4,1,0,0,0,0
ES,64,24.7,1,0,0,0,0
NL,64,0.2,1,0,0,0,0
ZA,64,4.1,1,0,0,0,0
US,64,17,1,0,0,0,0
EG,64,4.7,1,0,0,0,0
DE,64,76.5,1,0,0,0,0
EG,64,0.3,2,0,0,0,0
PK,64,27.8,1,0,0,0,0
NL,64,3,1,0,0,0,0
FR,64,26.4,1,0,0,0,0
PE,1,44,2,0,0,0,1
VN,64,6.2,1,0,0,0,0
IN,64,54.5,1,0,0,0,0
EG,64,1.3,1,0,0,0,0
SA,64,49.5,1,0,0,0,0
EG,64,0.5,1,0,0,0,0
US,64,38.5,1,0,0,0,0
TR,64,4,1,0,0,0,0
BR,64,2.2,1,0,0,0,0
ZM,64,11.2,1,0,0,0,0
MA,64,66.7,1,0,0,0,0
US,64,18.9,1,0,0,0,0
IN,64,0.8,1,0,0,0,0
EG,64,0.5,1,0,0,0,0
US,64,68.9,2,0,0,0,0
PK,64,2.4,1,0,0,0,0
PK,64,2.7,1,0,0,0,0
GE,64,0.2,1,0,0,0,0
EG,64,42.7,1,0,0,0,0
EG,64,7.5,1,0,0,0,0
EG,64,15.6,2,0,0,0,0
SG,64,18.7,1,0,0,0,0
NG,64,4.3,1,0,0,0,0
IN,64,14.4,1,0,0,0,0
NG,64,26.4,1,0,0,0,0
BR,64,8.9,1,0,0,0,0
IN,64,1.2,1,0,0,0,0
PK,64,8,1,0,0,0,0
EG,64,6,1,0,0,0,0
NG,64,0.3,1,0,0,0,0
US,64,1.4,1,0,0,0,0
GR,64,0.2,1,0,0,0,0
SA,64,14.8,1,0,0,0,0
PK,64,0.2,1,0,0,0,0
IN,64,0.2,1,0,0,0,0
EG,64,57,1,0,0,0,0
EG,64,36.6,1,0,0,0,0
NG,64,29.2,1,0,0,0,0
ZA,64,0.7,1,0,0,0,0
EG,64,1.6,1,0,0,0,0
AU,64,32.2,1,0,0,0,0
PE,64,27.8,1,0,0,0,0
EG,64,2.3,2,0,0,0,0
NG,64,8.2,2,0,0,0,0
US,64,1.5,1,0,0,0,0
EG,64,36.4,1,0,0,0,0
NG,63,17.9,1,0,0,0,0
FI,63,0.4,1,0,0,0,0
EG,63,1.5,1,0,0,0,0
US,63,3.8,1,0,0,0,0
AU,63,52.2,1,0,0,0,0
CA,63,5.5,1,0,0,0,0
IN,63,0.3,1,0,0,0,0
BR,63,0.1,1,0,0,0,0
EG,63,7.9,1,0,0,0,0
IN,63,57.2,1,0,0,0,0
IN,63,28.1,1,0,0,0,0
IN,63,94.8,1,0,0,0,0
EG,63,69.2,1,0,0,0,0
IN,63,58.5,1,0,0,0,0
US,63,5.7,1,0,0,0,0
US,63,13.4,1,0,0,0,0
PE,63,7.8,1,0,0,0,0
ZA,63,32.4,3,0,0,0,0
ID,63,0.4,1,0,0,0,0
CH,63,0.1,1,0,0,0,0
CH,63,7.2,1,0,0,0,0
EG,63,0.1,1,0,0,0,0
US,63,1.1,1,0,0,0,0
NL,63,1.5,1,0,0,0,0
EG,63,0.1,1,0,0,0,0
IN,63,0.8,1,0,0,0,0
TR,63,0.1,1,0,0,0,0
IN,63,0.1,1,0,0,0,0
EG,63,17.7,1,0,0,0,0
BG,63,1.7,1,0,0,0,0
NG,63,8.4,1,0,0,0,0
MA,63,707.8,6,0,0,0,0
EG,63,0.2,1,0,0,0,0
IN,63,10.4,1,0,0,0,0
US,3,0.7,1,0,0,0,1
PK,63,0.8,1,0,0,0,0
CH,63,3.9,1,0,0,0,0
IN,63,6.2,1,0,0,0,0
US,63,2.6,2,0,0,0,0
AR,63,0.9,1,0,0,0,0
EG,63,0.2,1,0,0,0,0
MY,63,0.7,1,0,0,0,0
US,63,1,1,0,0,0,0
IN,63,0.5,1,0,0,0,0
TN,63,43.3,1,0,0,0,0
GB,63,29.2,1,0,0,0,0
RU,63,0.1,1,0,0,0,0
DE,63,2.1,1,0,0,0,0
TN,63,0.8,1,0,0,0,0
MA,63,10.1,1,0,0,0,0
BR,63,18.3,1,0,0,0,0
IN,63,27.9,1,0,0,0,0
PK,63,37.6,1,0,0,0,0
ID,63,0.7,1,0,0,0,0
IN,63,0.8,1,0,0,0,0
NG,63,1.2,1,0,0,0,0
NG,63,0.5,1,0,0,0,0
NG,63,14.6,1,0,0,0,0
EG,63,1.5,1,0,0,0,0
IN,63,2.3,1,0,0,0,0
US,63,35.9,1,0,0,0,0
NG,63,3.8,1,0,0,0,0
PL,63,49.5,1,0,0,0,0
IN,63,11.1,1,0,0,0,0
GR,63,0.2,1,0,0,0,0
KE,63,55.3,1,0,0,0,0
SG,63,1.1,1,0,0,0,0
US,63,6.7,1,0,0,0,0
IN,63,96.7,1,0,0,0,0
FR,63,0.1,1,0,0,0,0
IN,63,42.9,2,0,0,0,0
EG,63,53,2,0,0,0,0
US,22,136.4,2,0,0,0,1
BR,63,0.7,1,0,0,0,0
EG,63,0.1,1,0,0,0,0
EG,63,29.8,1,0,0,0,0
EG,63,1.5,1,0,0,0,0
EG,63,0.1,1,0,0,0,0
